Date,Open,High,Low,Close,Volume
2010-01-01,20.28376669529253,20.34235703899975,20.193694300050765,20.28376669529253,95745
2010-01-04,20.28376669529253,20.454738859833775,19.986955810825183,20.06467794748737,50000
2010-01-05,20.06467794748737,20.469966434421114,20.023170036760433,20.438271954418063,50000
2010-01-06,20.438271954418063,20.658012693284306,20.205348966367822,20.593380581628022,50000
2010-01-07,20.593380581628022,20.62200556164975,20.170042203633763,20.205392992659387,50000
2010-01-08,20.205392992659387,20.240890489000915,19.856057434633957,19.96552412782284,50000
2010-01-11,19.96552412782284,20.111920541472823,19.700108915243707,20.11091431796052,50000
2010-01-12,20.11091431796052,20.38227478429282,19.96231212249096,20.274332702725438,50000
2010-01-13,20.274332702725438,20.344957322348442,20.25463164500085,20.27963091783963,96021
2010-01-14,20.27963091783963,20.45852230237264,19.93392055357304,20.039427950196032,53066
2010-01-15,20.039427950196032,20.349083788037454,19.899737405031523,20.273488009399532,50000
2010-01-18,20.273488009399532,20.83462831344086,20.222834702329,20.724955181346633,50000
2010-01-19,20.724955181346633,20.85766172115372,20.71320242353432,20.775829909332316,50000
2010-01-20,20.775829909332316,20.829191200020254,20.67518805730901,20.727106962788817,50000
2010-01-21,20.727106962788817,21.00246595581055,20.640198365694918,20.86544573157942,50000
2010-01-22,20.86544573157942,20.89480022304242,20.319493223777144,20.412959307307855,104991
2010-01-25,20.412959307307855,20.580905031414588,20.36344750062852,20.49015790830036,50000
2010-01-26,20.49015790830036,20.696064424936484,20.381498055508967,20.655487277647588,177566
2010-01-27,20.655487277647588,20.92109684472338,20.58377796620228,20.830221242894076,50000
2010-01-28,20.830221242894076,20.906560669398015,20.463756355796264,20.49415429856683,50000
2010-01-29,20.49415429856683,20.50996181394311,19.878325963800304,19.93838019038261,50000
2010-02-01,19.93838019038261,20.125874648840508,19.702955385917935,19.920048702890774,95637
2010-02-02,19.920048702890774,20.380400061782705,19.82243847223086,20.210636162671126,59095
2010-02-03,20.210636162671126,20.601364725710944,20.1997714972674,20.20204254437259,50000
2010-02-04,20.20204254437259,20.21627811162947,20.07466935557087,20.161159018843335,50000
2010-02-05,20.161159018843335,20.17463211638709,19.980175617079762,20.09010500764865,64976
2010-02-08,20.09010500764865,20.53462817056231,20.008011172201144,20.357933818703597,51111
2010-02-09,20.357933818703597,20.621228308861944,20.223339733793495,20.557414484509582,50000
2010-02-10,20.557414484509582,20.717194022617452,20.37564200103295,20.42817047005183,50000
2010-02-11,20.42817047005183,20.778719896249267,20.428003908166993,20.606395684640102,50000
2010-02-12,20.606395684640102,20.95278161793016,20.579249015264846,20.824207478303197,85819
2010-02-15,20.824207478303197,21.07975975425059,20.638274994916443,20.827157112231163,50000
2010-02-16,20.827157112231163,21.099732950075307,20.713459011977818,21.0105812681426,50000
2010-02-17,21.0105812681426,21.24031738722971,20.58303662381987,20.670037415009666,137299
2010-02-18,20.670037415009666,20.750806795760074,20.5408008791895,20.722297567006336,87369
2010-02-19,20.722297567006336,21.184125712479783,20.678695479543006,21.159327908222398,50000
2010-02-22,21.159327908222398,21.169854070120678,20.834794198844335,20.995633269867376,119762
2010-02-23,20.995633269867376,21.051026949579576,20.44866403721979,20.5849409560776,50000
2010-02-24,20.5849409560776,20.61217615816445,19.912097751922083,20.10903248059056,61024
2010-02-25,20.10903248059056,20.627087815343916,19.96766408018373,20.36969441877963,51196
2010-02-26,20.36969441877963,20.794099653308585,20.28013673038969,20.565561711431105,73929
2010-03-01,20.565561711431105,21.07393078645938,20.555321862678625,21.04484996183797,70904
2010-03-02,21.04484996183797,21.0508286184694,20.535877227561844,20.704903910824044,76130
2010-03-03,20.704903910824044,20.92120305893758,20.7020950413466,20.87018236826343,50000
2010-03-04,20.87018236826343,20.962228023277888,20.607202863248666,20.736583227483184,110865
2010-03-05,20.736583227483184,20.96561764259299,20.62008055340801,20.96095586295412,50000
2010-03-08,20.96095586295412,21.539252473150555,20.807861028952182,21.365456672547847,50000
2010-03-09,21.365456672547847,21.477709540119744,21.319619870013554,21.45243563875017,82271
2010-03-10,21.45243563875017,21.46235703608426,21.295022361107872,21.40601363508671,95388
2010-03-11,21.40601363508671,21.579555318130012,21.325766779824903,21.422772637067894,50000
2010-03-12,21.422772637067894,21.777488635933793,21.288506337752295,21.317698954836278,51135
2010-03-15,21.317698954836278,21.48019306118363,21.05787224050812,21.417844434779656,51925
2010-03-16,21.417844434779656,21.434383900275122,20.811547857078125,20.88873388018073,66066
2010-03-17,20.88873388018073,21.18208490898728,20.755350913520004,21.07967311976979,50000
2010-03-18,21.07967311976979,21.18838279321192,20.819518187712447,20.96407788874438,67463
2010-03-19,20.96407788874438,20.97852489534263,20.500830535310055,20.60377753553401,50000
2010-03-22,20.60377753553401,20.654907280868905,20.113620228329044,20.187892554098486,50000
2010-03-23,20.187892554098486,20.59983043466611,20.087034538086186,20.49320801285042,50000
2010-03-24,20.49320801285042,20.5224662610309,20.05726123020313,20.080621644001628,65994
2010-03-25,20.080621644001628,20.28941264635585,20.053065793338025,20.280233611581476,50000
2010-03-26,20.280233611581476,20.297104857397734,19.483691278936778,19.51399978524073,50000
2010-03-29,19.51399978524073,19.600022131230425,19.360403214753,19.461281059669517,123179
2010-03-30,19.461281059669517,19.47882274252158,19.060105708631117,19.10244175083205,50000
2010-03-31,19.10244175083205,19.17305966125909,18.760948095374168,18.858133159432782,50000
2010-04-01,18.858133159432782,19.16728976943235,18.782983652923555,19.04999453921603,50000
2010-04-02,19.04999453921603,19.379522806174105,18.882915802207727,19.28239524662287,50000
2010-04-05,19.28239524662287,19.40034348258774,19.152158620292088,19.318240801471077,59994
2010-04-06,19.318240801471077,19.35895853196741,19.273473558478504,19.305857979829728,50000
2010-04-07,19.305857979829728,19.332722670940566,19.08742479656134,19.316755774798136,50000
2010-04-08,19.316755774798136,19.41443288358679,18.784168339477166,18.89115513814606,73330
2010-04-09,18.89115513814606,18.989391583678906,18.30197973345955,18.360224207396463,95292
2010-04-12,18.360224207396463,18.40906142433884,18.106116852642103,18.338550919978122,50000
2010-04-13,18.338550919978122,18.416841856909528,17.72040762009571,17.87781319533829,50000
2010-04-14,17.87781319533829,17.940265834507343,17.51781857555781,17.559428450977602,51913
2010-04-15,17.559428450977602,17.65114597769681,17.374805421059143,17.555662809991823,50000
2010-04-16,17.555662809991823,17.77236946218566,17.469780765211468,17.637136245653924,90725
