Date,Open,High,Low,Close,Volume
2010-01-01,100.37399208075864,100.62492706096053,100.12305710055675,100.37399208075864,20000000
2010-01-04,100.37399208075864,99.47292308351871,98.97679877886276,99.22486093119073,20000000
2010-01-05,99.22486093119073,100.35085263485551,99.8503496291954,100.10060113202546,20000000
2010-01-06,100.10060113202546,101.45500006043841,100.94899008507463,101.20199507275652,20000000
2010-01-07,101.20199507275652,99.26275936974663,98.76768326316436,99.0152213164555,20000000
2010-01-08,99.0152213164555,97.83505214621549,97.34709677391517,97.59107446006533,20000000
2010-01-11,97.59107446006533,98.00419373092855,97.51539475970198,97.75979424531526,20000000
2010-01-12,97.75979424531526,97.68052405072713,97.19333939212002,97.43693172142358,20000000
2010-01-13,97.43693172142358,97.6890490566028,97.20182187926314,97.44543546793297,20000000
2010-01-14,97.44543546793297,96.77557462060588,96.29290342549064,96.53423902304826,20000000
2010-01-15,96.53423902304826,97.77254852237172,97.2849048888437,97.52872670560771,20000000
2010-01-18,97.52872670560771,98.66605408433935,98.17395406396858,98.42000407415397,20000000
2010-01-19,98.42000407415397,98.76738634569796,98.27478092751494,98.52108363660645,20000000
2010-01-20,98.52108363660645,100.06569739089213,99.56661660590015,99.81615699839614,20000000
2010-01-21,99.81615699839614,100.62550754254151,100.12363468696775,100.37457111475463,20000000
2010-01-22,100.37457111475463,99.6775121855929,99.18036748641289,99.4289398360029,20000000
2010-01-25,99.4289398360029,100.12296848241377,99.62360205606757,99.87328526924067,20000000
2010-01-26,99.87328526924067,99.06777248116181,98.57366887776452,98.82072067946316,20000000
2010-01-27,98.82072067946316,100.08728490967549,99.58809645626066,99.83769068296807,20000000
2010-01-28,99.83769068296807,100.05843101869449,99.55938647496036,99.80890874682743,20000000
2010-01-29,99.80890874682743,99.87665364897342,99.37851572553714,99.62758468725528,20000000
2010-02-01,99.62758468725528,99.13600781456898,98.64156388531927,98.88878584994413,20000000
2010-02-02,98.88878584994413,100.54775785696809,100.04627278037474,100.29701531867141,20000000
2010-02-03,100.29701531867141,100.39961728351588,99.89887106265047,100.14924417308318,20000000
2010-02-04,100.14924417308318,99.94093806198373,99.44247951803371,99.69170879000872,20000000
2010-02-05,99.69170879000872,99.5703421575797,99.07373197225512,99.32203706491741,20000000
2010-02-08,99.32203706491741,100.2009778262188,99.70122232583867,99.95110007602874,20000000
2010-02-09,99.95110007602874,100.64499975529989,100.14302968170739,100.39401471850364,20000000
2010-02-10,100.39401471850364,101.14520898256252,100.64074409985649,100.8929765412095,20000000
2010-02-11,100.8929765412095,101.66875470386432,101.16167862055329,101.4152166622088,20000000
2010-02-12,101.4152166622088,104.19684023112708,103.67715524244318,103.93699773678513,20000000
2010-02-15,103.93699773678513,103.74658775225532,103.22914841184507,103.4878680820502,20000000
2010-02-16,103.4878680820502,103.17440003703547,102.65981450069117,102.91710726886332,20000000
2010-02-17,102.91710726886332,102.25515639933866,101.74515561929209,102.00015600931538,20000000
2010-02-18,102.00015600931538,103.00046995588343,102.48675190124064,102.74361092856203,20000000
2010-02-19,102.74361092856203,104.35647383293406,103.83599266668503,104.09623324980954,20000000
2010-02-22,104.09623324980954,104.25068237901725,103.73072885094236,103.9907056149798,20000000
2010-02-23,103.9907056149798,103.29094397337892,102.77577717051918,103.03336057194905,20000000
2010-02-24,103.03336057194905,102.35823259337823,101.8477177176008,102.10297515548952,20000000
2010-02-25,102.10297515548952,103.14477162753667,102.63033386380832,102.8875527456725,20000000
2010-02-26,102.8875527456725,104.0466169965133,103.52768125089479,103.78714912370404,20000000
2010-03-01,103.78714912370404,104.71848007797227,104.19619339429163,104.45733673613195,20000000
2010-03-02,104.45733673613195,103.96010443562531,103.44160017410101,103.70085230486316,20000000
2010-03-03,103.70085230486316,104.26309393528477,103.7430785041861,104.00308621973544,20000000
2010-03-04,104.00308621973544,104.43013931874928,103.90929074359344,104.16971503117136,20000000
2010-03-05,104.16971503117136,104.71850003922398,104.19621325598598,104.45735664760498,20000000
2010-03-08,104.45735664760498,105.78774165155731,105.26012199244731,105.52393182200231,20000000
2010-03-09,105.52393182200231,106.08575349580688,105.55664749333404,105.82120049457046,20000000
2010-03-10,105.82120049457046,106.93526980246678,106.40192681093329,106.66859830670003,20000000
2010-03-11,106.66859830670003,107.0469741299181,106.5130740095694,106.78002406974375,20000000
2010-03-12,106.78002406974375,107.42831976702524,106.89251767342412,107.16041872022468,20000000
2010-03-15,107.16041872022468,108.23012483430789,107.69032371293979,107.96022427362384,20000000
2010-03-16,107.96022427362384,106.48614997981346,105.95504698739546,106.22059848360446,20000000
2010-03-17,106.22059848360446,106.13034159841726,105.60101321139274,105.865677404905,20000000
2010-03-18,105.865677404905,105.59512755748548,105.06846856717385,105.33179806232967,20000000
2010-03-19,105.33179806232967,104.86206433727983,104.33906152263006,104.60056292995495,20000000
2010-03-22,104.60056292995495,104.56446503074025,104.04294650190863,104.30370576632444,20000000
2010-03-23,104.30370576632444,106.38159582501231,105.85101429970055,106.11630506235643,20000000
2010-03-24,106.11630506235643,105.37155954047945,104.8460156026217,105.10878757155058,20000000
2010-03-25,105.10878757155058,106.56443103169565,106.03293761009118,106.29868432089341,20000000
2010-03-26,106.29868432089341,104.57929804663303,104.05770553767226,104.31850179215265,20000000
2010-03-29,104.31850179215265,104.21188216172123,103.69212215093958,103.95200215633041,20000000
2010-03-30,103.95200215633041,104.4333824026535,103.91251765251559,104.17295002758455,20000000
2010-03-31,104.17295002758455,105.15908442895072,104.634600217335,104.89684232314286,20000000
2010-04-01,104.89684232314286,106.04002556689208,105.51114763389013,105.77558660039111,20000000
2010-04-02,105.77558660039111,107.0279603913617,106.49415510262675,106.76105774699423,20000000
2010-04-05,106.76105774699423,106.63520596337167,106.10335954958927,106.36928275648047,20000000
2010-04-06,106.36928275648047,106.107095689165,105.57788324183751,105.84248946550126,20000000
2010-04-07,105.84248946550126,107.17416597852662,106.63963148486815,106.90689873169738,20000000
2010-04-08,106.90689873169738,106.97164733971931,106.4381229140848,106.70488512690206,20000000
2010-04-09,106.70488512690206,105.46473965008803,104.938730973529,105.20173531180852,20000000
2010-04-12,105.20173531180852,104.1470855757164,103.62764873992731,103.88736715782186,20000000
2010-04-13,103.88736715782186,103.09556289395654,102.58137056032085,102.8384667271387,20000000
2010-04-14,102.8384667271387,103.70718548524377,103.18994266486851,103.44856407505614,20000000
2010-04-15,103.44856407505614,103.90366146292881,103.38543871249028,103.64455008770955,20000000
2010-04-16,103.64455008770955,104.7494474146303,104.22700628039276,104.48822684751153,20000000
2010-04-19,104.48822684751153,104.27216704999465,103.75210636645353,104.01213670822409,20000000
2010-04-20,104.01213670822409,104.48880333555695,103.96766217178859,104.22823275367277,20000000
2010-04-21,104.22823275367277,105.26186803522188,104.73687118716592,104.9993696111939,20000000
2010-04-22,104.9993696111939,104.92243305569373,104.39912915017906,104.6607811029364,20000000
2010-04-23,104.6607811029364,105.49657273805845,104.97040529298086,105.23348901551965,20000000
2010-04-26,105.23348901551965,104.73681812412686,104.21443997886938,104.47562905149812,20000000
2010-04-27,104.47562905149812,104.33551828593711,103.81514163613194,104.07532996103453,20000000
2010-04-28,104.07532996103453,103.91373882655218,103.39546581494842,103.6546023207503,20000000
2010-04-29,103.6546023207503,102.54270555247093,102.03127061205963,102.28698808226528,20000000
2010-04-30,102.28698808226528,103.13913253556882,102.62472289698744,102.88192771627813,20000000
2010-05-03,102.88192771627813,102.62013218020029,102.10831107206961,102.36422162613495,20000000
2010-05-04,102.36422162613495,102.66318499414642,102.15114915876414,102.40716707645528,20000000
2010-05-05,102.40716707645528,103.25302341075664,102.73804573788505,102.99553457432084,20000000
2010-05-06,102.99553457432084,103.80596955456666,103.28823404556634,103.5471018000665,20000000
2010-05-07,103.5471018000665,104.6211798100425,104.0993784144812,104.36027911226185,20000000
2010-05-10,104.36027911226185,104.53344544742549,104.01208162973262,104.27276353857906,20000000
2010-05-11,104.27276353857906,104.06181508655042,103.54280353998409,103.80230931326726,20000000
2010-05-12,103.80230931326726,103.9966780321626,103.4779913586855,103.73733469542405,20000000
2010-05-13,103.73733469542405,102.0542117976733,101.54521323509141,101.79971251638236,20000000
2010-05-14,101.79971251638236,100.42118841621514,99.920334608653,100.17076151243407,20000000
2010-05-17,100.17076151243407,98.95379251598621,98.46025739121822,98.70702495360221,20000000
2010-05-18,98.70702495360221,97.86833554925812,97.38021417494761,97.62427486210287,20000000
2010-05-19,97.62427486210287,98.34029403543293,97.8498187534607,98.09505639444681,20000000
2010-05-20,98.09505639444681,97.36282480960787,96.87722468586918,97.12002474773853,20000000
2010-05-21,97.12002474773853,96.97316393773762,96.48950725974392,96.73133559874077,20000000
2010-05-24,96.73133559874077,98.43967477562623,97.94870382911438,98.1941893023703,20000000
2010-05-25,98.1941893023703,98.07005260338576,97.58092515897985,97.8254888811828,20000000
2010-05-26,97.8254888811828,98.9210902438763,98.42771822270983,98.67440423329306,20000000
2010-05-27,98.67440423329306,97.90660483794986,97.41829259436906,97.66244871615946,20000000
2010-05-28,97.66244871615946,97.70593918653674,97.21862776914753,97.46228347784213,20000000
2010-05-31,97.46228347784213,96.68592972284505,96.20370563445182,96.44481767864843,20000000
2010-06-01,96.44481767864843,96.34171393225361,95.86120663084589,96.10146028154975,20000000
2010-06-02,96.10146028154975,97.2910856610396,96.80584333854065,97.04846449979013,20000000
2010-06-03,97.04846449979013,95.43058963415335,94.95462659358402,95.19260811386869,20000000
2010-06-04,95.19260811386869,95.9284740700664,95.45002781535287,95.68925094270963,20000000
2010-06-07,95.68925094270963,96.21413671055376,95.7342657045161,95.97420120753493,20000000
2010-06-08,95.97420120753493,95.59466840304329,95.11788701449943,95.35627770877136,20000000
2010-06-09,95.35627770877136,94.06613244857499,93.59697468075169,93.83155356466334,20000000
2010-06-10,93.83155356466334,94.16925244270931,93.69958036070079,93.93441640170505,20000000
